id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1185366475514331695,Lovely Room  5 min walk to Green Lin/Red Line [C],307979339,Aziz,,Allston,42.3556051,-71.13121579999999,Private room,55,2,20,2025-02-28,2.30,9,217,20,STR-566681
1186474380701759928,Private suite Bed & bath near Forest Hills Station,74813314,Alice,,Hyde Park,42.26980269227048,-71.11877419392917,Private room,77,2,14,2025-02-25,1.66,3,115,14,STR-550744
1186878246559709689,Lovely Room  5 min walk to Green Lin/Red Line [E],307979339,Aziz,,Allston,42.3556051,-71.13121579999999,Private room,55,2,14,2025-03-05,1.62,9,252,14,STR-566681
1186930795090311687,Great Value Studio in South End!,409684302,Justin And Mandy,,South End,42.34216003246248,-71.08080613779182,Entire home/apt,167,1,12,2025-03-02,1.41,16,0,12,STR-457097
1186941625399727929,"(2N3) Newbury Street, Shopping, Green Line +",331225367,Paige,,Back Bay,42.34894245875431,-71.08160497718293,Entire home/apt,175,1,18,2025-01-24,2.51,81,121,18,STR-531165
1186942676877513593,"(2N2) Newbury Street, Back Bay, Berkley, +",331225367,Paige,,Back Bay,42.34825959627289,-71.08378637090034,Entire home/apt,175,1,17,2025-02-27,2.50,81,120,17,STR-531165
1188736505557817472,Brighton Center  1br,586189161,Benjamin,,Brighton,42.34735,-71.15401,Entire home/apt,98,2,26,2025-03-08,3.31,1,109,26,STR-558376
1189752391643597924,Grand Bedroom Office & Fireplace W1B,16612533,Matt,,Roxbury,42.3075087,-71.0855026,Private room,,29,1,2024-09-30,0.18,19,13,1,
1189757628056052998,Grand Parlor W1A,16612533,Matt,,Roxbury,42.30727535107504,-71.08644875927588,Private room,52,29,0,,,19,150,0,
1189829506115257733,Comfort and Convenience of Home in Boston!,235113659,Marie,,Roxbury,42.3152811,-71.0732458,Private room,40,91,1,2024-12-18,0.34,2,199,1,
1189829925948068202,Coziness and Convenience of Home!,235113659,Marie,,Dorchester,42.3162,-71.07229,Private room,50,91,1,2024-12-14,0.33,2,0,1,
1190055706860360489,Spacious South Boston 2Bed wDeck,10197317,Shannon,,South Boston,42.33424485793947,-71.0487063601613,Entire home/apt,489,29,2,2024-08-18,0.26,8,365,2,STR-461452
1190069375419093149,Private Floor w/Bed/Bath/LivingR,10197317,Shannon,,South Boston,42.334237670743775,-71.04871273040771,Private room,180,29,1,2024-08-11,0.14,8,0,1,STR-461452
1190698311101407695,Best Location In Boston!,103346817,Kaitlin,,East Boston,42.366950699836266,-71.03605703260041,Entire home/apt,203,1,6,2025-01-14,1.30,3,0,6,STR-544991
1190758651187550198,"Modern 2BR Apt, 30 min to Downtown w/Parking Spot!",71476225,Nancy,,Hyde Park,42.242,-71.13201,Entire home/apt,158,2,13,2025-02-23,1.57,1,332,13,STR-568829
1191389302650790750,Walk everywhere! 1 bed / 1 bath / Super location!,47584294,Jessy And Diego,,Back Bay,42.34438,-71.08304,Entire home/apt,153,1,25,2025-01-31,3.99,18,134,25,STR-465645
1192093348074064483,High end Apt South End Boston,163848078,Adam,,South End,42.34569,-71.06358,Entire home/apt,596,1,6,2025-01-20,1.12,73,362,6,Str-528364
1192752550867373980,Easy Commute South Boston 4BR/1BTH Apartment,2356643,StayNue,,South Boston,42.333301499293334,-71.05203971160623,Entire home/apt,173,1,3,2024-11-16,0.53,33,326,3,STR-522998
1193457837974640772,Stay in the Heart of Medical Boston - Parking,501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,285,1,1,2025-01-16,0.51,46,339,1,Exempt: This listing is a hotel or motel
1193513049860213888,Stylish Condo with Parking/Wi-Fi,56052140,Irvin,,Roxbury,42.322900058883235,-71.06823785685711,Entire home/apt,152,1,9,2025-02-15,1.71,1,295,9,STR-572992
1194275552303136018,Room & Ensuite Bath - Residence,570239328,Rifat,,Brighton,42.34791743975813,-71.14465821428401,Private room,,91,0,,,1,365,0,
1194299529390110509,2bed2bath in South Boston,370593,Georgi,,South Boston,42.337385417563404,-71.0403697445535,Entire home/apt,,29,0,,,1,0,0,STR-022456
1196283672538535844,Entire South Boston Pet-Friendly Condo,349172552,Sam,,South Boston,42.33742130418267,-71.04078284861677,Entire home/apt,344,2,1,2024-11-17,0.25,1,19,1,STR-577913
1197060872511521171,"Blueground | Theater Dist, gym, lounge & A/C",107434423,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,304,30,0,,,385,309,0,
1197827683935599092,Cozy Centrally Located Back Bay Studio,390534985,Jen,,Fenway,42.345991365583444,-71.09017402880251,Entire home/apt,104,91,0,,,1,329,0,
1198505319549018777,"Premium King, Longwood Inn, Modern Comfort",501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,10,0,Exempt: This listing is a hotel or motel
1198521544478660325,"Superior King Room, Longwood Inn, Close to Museums",501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,354,0,Exempt: This listing is a hotel or motel
1198521594646750353,"Premium Two Queen, Inn at Longwood, On-Site Dining",501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,346,0,Exempt: This listing is a hotel or motel
1198521786133724567,"Premium 2 Queen, Longwood Inn in LMA - 2 Units",501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,343,0,Exempt: This listing is a hotel or motel
1198521990906156274,2 Rooms in LMA - Near Harvard Medical School,501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,15,0,Exempt: This listing is a hotel or motel
1198522229039608986,"Two Queen Room, Longwood Inn, Near Medical Centers",501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,349,0,Exempt: This listing is a hotel or motel
1198522402224297139,"Two Queen Room, Inn at Longwood, Near BU - 2 Units",501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,346,0,Exempt: This listing is a hotel or motel
1198522663941913749,2 Comfortable Stays Near Fenway Park - 10 Min Walk,501999278,RoomPicks,,Longwood Medical Area,42.33832,-71.10647,Hotel room,,1,0,,,46,338,0,Exempt: This listing is a hotel or motel
1198734285731545434,Twin Room: Orient Height’s Blue MBTA,22026748,Isaac,,East Boston,42.38448,-71.00054,Private room,,1,0,,,2,0,0,Str-046782
1199930674222250660,Sleek One-Bedroom Apartment with Balcony in Boston,22541573,Furnished Quarters,,West End,42.36438760601101,-71.06551948114682,Entire home/apt,189,32,0,,,65,358,0,
1199980364820951132,Two Bedroom near Orient Heights,22026748,Isaac,,East Boston,42.38461582218644,-70.99949526502819,Entire home/apt,,2,1,2024-08-01,0.13,2,0,1,Str-455775
1200265943555917966,South Boston Home with DRlVEWAY PARKlNG,2027428,Alessandra,,South Boston,42.33387,-71.05094,Entire home/apt,1020,2,11,2024-12-31,1.63,1,140,11,STR-563283
1200671047049220408,2 bed in Boston,140110214,Leigh,,Roslindale,42.29337258791596,-71.13204089179278,Entire home/apt,299,2,28,2025-01-12,3.53,1,190,28,STR-569827
1201423221609705644,Convenient 1BR close to Airport,54140849,Oliver,,East Boston,42.37116262024412,-71.03627927357255,Entire home/apt,,29,0,,,1,346,0,
1202596582439236568,Spacious 3 bed 2 bath w/Parking,23860721,Lenie,,Dorchester,42.28534546722483,-71.08200596013923,Private room,113,29,1,2025-01-01,0.41,2,258,1,Exempt: This listing is a unit used for furnished institutional or business stays
1202927432798024064,"Cozy/Spacious & Sunny Apt/ Downtown,Airport Nearby",285479034,Sonam,,East Boston,42.38999,-71.00823,Entire home/apt,237,1,33,2025-03-02,4.40,1,65,33,STR-569649
1203696744070038238,Theatre district. Downtown 6.0,799496,Kj,,Chinatown,42.35134,-71.0628,Entire home/apt,170,29,0,,,3,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
1203915231311973915,New Stylish Fenway Park 13.0,799496,Kj,,Fenway,42.34085299632107,-71.09900111273785,Entire home/apt,129,29,1,2024-11-25,0.27,3,365,1,Exempt: This listing is a unit used for furnished institutional or business stays
1204400251927544111,Studio near Boston Commons in downtown 1104,212359760,Mohammed Radi,,Downtown,42.35113,-71.06323,Entire home/apt,195,29,22,2024-12-30,2.81,165,0,22,Exempt: This listing is a unit that has contracts with hospitals
1204460643358737618,Loft style 3BR unit in Boston Southend 6387,212359760,Mohammed Radi,,South End,42.344524112587855,-71.06551803782195,Entire home/apt,214,29,30,2025-02-25,3.98,165,257,30,Exempt: This listing is a unit that has contracts with hospitals
1204460649717121410,Loft style 2BR unit in Boston Southend 1444,212359760,Mohammed Radi,,South End,42.34478289811145,-71.06351539653252,Entire home/apt,141,29,31,2025-02-22,4.06,165,301,31,Exempt: This listing is a unit that has contracts with hospitals
1205837637917703959,South End Luxury Condo-(2 Queen),151222566,Zach,,South End,42.34342413844101,-71.07064347714186,Entire home/apt,180,21,0,,,2,0,0,STR-575307
1206253016871418260,South End Lux Escape,62211530,Marina,,South End,42.34513,-71.06417,Entire home/apt,571,29,7,2024-11-10,0.98,9,245,7,
1206563557370155347,Modern Studio with Great Wifi and Amenities!,409684302,Justin And Mandy,,South End,42.34288111977049,-71.07874188009886,Entire home/apt,187,1,4,2025-01-11,0.58,16,305,4,STR-457097
1207502407568273327,2BR Retreat Near Boston College & Longwood,31340713,Kama,,Brighton,42.33575269942437,-71.14947595621254,Entire home/apt,296,2,4,2024-11-11,0.58,42,355,4,Exempt: This listing is a hotel or motel
1207642441956693859,2BR Retreat Near Boston College & Longwood,266312920,STARS Of,,Brighton,42.33589,-71.15051,Entire home/apt,293,30,3,2024-09-29,0.40,15,334,3,Exempt: This listing is a hotel or motel
1207879147036931247,Modern Renovated 2-Bedroom in South Boston,2356643,StayNue,,Roxbury,42.330442566105354,-71.07126503725361,Entire home/apt,92,1,4,2024-12-23,0.56,33,339,4,STR-443550
1208811539468350325,Two bedrooms by the beach with private bathroom!,11766878,Jillian,,South Boston,42.33529,-71.0286,Private room,220,2,1,2024-09-17,0.17,2,5,1,str-537705
1208870291336412946,Next to Airport/Downtown~,217617282,Beaux,,East Boston,42.37505,-71.03346,Entire home/apt,215,1,45,2025-02-18,5.92,5,344,45,STR-546064
1209282533113560710,"#5 ""Top of the Hub"" Bob Marley Room",4375564,Ruben,,Roslindale,42.28342,-71.12383,Private room,79,1,34,2025-02-17,4.49,3,350,34,STR-570381
1210048479112915739,"TDGarden,Celtics/Bruins, Lil Italy,North End",37907846,Boston,,North End,42.3676,-71.05826,Entire home/apt,181,3,4,2024-10-20,0.54,9,192,4,Exempt: This listing is a unit used for furnished institutional or business stays
1210101379338879422,Studio Ready 4 Students & Traveling Professionals,316148588,TemplePlace,,Downtown,42.3562,-71.06171,Private room,102,2,3,2024-10-25,0.43,8,178,3,str-557133
1210101847859646885,Temple Place Suites: Book Today!,316148588,TemplePlace,,Downtown,42.35529,-71.06123,Private room,99,2,1,2024-11-04,0.23,8,199,1,str-557132
1210102578043484857,Come Visit Boston and Stay In Our Homey Studio,316148588,TemplePlace,,Downtown,42.35532,-71.06122,Entire home/apt,139,3,4,2024-11-16,0.56,8,240,4,str-557156
1210117867434037810,"Boston Studio, Ready For Long & Short Stays",316148588,TemplePlace,,Downtown,42.356,-71.0614,Private room,125,2,4,2024-11-09,0.57,8,193,4,str-557120
1210125208993708447,Simple & Affordable Efficient Studio Awaits!,244600805,Bay Village,,South End,42.347479518200245,-71.06967363735077,Private room,,2,14,2025-02-01,1.87,17,283,14,STR-415226
1210860708540133195,Luxurious Home with Parking | Near Ashmont Station,592694480,Hiep,,Dorchester,42.28562646410546,-71.06928880152215,Entire home/apt,476,3,18,2025-02-23,2.76,1,330,18,STR-574095
1210993461266915003,North End 1 BR with Common Roof Deck,45455727,James,,North End,42.367207426122924,-71.05453960515766,Entire home/apt,167,5,10,2025-02-17,1.66,4,273,10,STR-570821
1211190103832728629,North End 1 BR in Little Italy,45455727,James,,North End,42.367563314550324,-71.05261702063339,Entire home/apt,174,7,14,2025-02-21,1.87,4,262,14,STR-570822
1211205279244923331,JP Studio - as seen on Home&Texture,13852368,Sharde,,Jamaica Plain,42.31512,-71.10048,Entire home/apt,166,2,21,2025-03-05,2.88,1,52,21,STR-566477
1211549629381798870,"Renovated 2.5 BR near the City, Harvard, BU, BC",2134782,Shlomi,,Allston,42.355942807285935,-71.13781755791668,Entire home/apt,322,1,4,2024-11-30,0.66,2,147,4,STR-444227
1211601016640075822,North End 1 BR - Steps to Hanover Street,45455727,James,,North End,42.3680729678385,-71.05307854413574,Entire home/apt,240,7,12,2024-12-22,1.86,4,271,12,STR-570823
1211650469632506754,North End 1 BR + Patio in Little Italy,45455727,James,,North End,42.36617,-71.0529,Entire home/apt,189,7,17,2025-02-06,2.62,4,127,17,STR-570824
1211800496852313697,Sun filled unit in Beacon Hill,5488492,Kaoutar,,Beacon Hill,42.3602786,-71.0702005,Entire home/apt,,91,0,,,1,0,0,
1212486880305802655,Place next Airport/Downtown,439013531,Peter,,East Boston,42.38110067368753,-71.02533223337656,Entire home/apt,148,1,19,2025-02-24,4.63,4,351,19,STR-546284
1212733465354664676,Stylish Boston retreat in a luxury neighborhood,111861593,Deanna,,South End,42.34524,-71.06895,Entire home/apt,247,4,3,2025-01-15,0.61,1,78,3,STR-571580
1212902723759772095,3BR Apartment Boston close to Airport & Train,245199133,Mandana,,East Boston,42.37548,-71.03424,Entire home/apt,246,2,29,2025-03-01,3.87,4,330,29,STR-492396
1213135724492280326,"Large 3 Bed, 2 Bath in North End; Near Waterfront",130680380,Jodie,,North End,42.36612,-71.05487,Entire home/apt,349,3,18,2025-02-28,3.05,20,307,18,STR-476426
1213235884592980765,"Sunny 2BR w/ Office, Near Copley & Shopping",31340713,Kama,,Back Bay,42.34973,-71.07172,Entire home/apt,303,2,2,2025-02-14,0.43,42,353,2,Exempt: This listing is a hotel or motel
1213235903817293724,"Sunny 2BR w/ Office, Near Copley & Shopping",266312920,STARS Of,,Back Bay,42.34972873793372,-71.07158289025877,Entire home/apt,224,29,0,,,15,333,0,Exempt: This listing is a hotel or motel
1213787809216285952,4 bdrm apartment next to Airport/Downtown,439013531,Peter,,East Boston,42.383254998480496,-71.01917370667395,Entire home/apt,188,1,57,2025-02-22,7.88,4,336,57,STR-546284
1213853437263095035,Make this new apartment home!,76787967,Helen,,Brighton,42.351851719619454,-71.14476543787319,Entire home/apt,315,29,0,,,1,365,0,
1214110641422008128,Chinatown Condo Public Garden DT Work | Gym & Pool,463475392,Haroldo,,Chinatown,42.35115,-71.06195,Entire home/apt,424,29,13,2025-03-05,1.78,12,148,13,STR-511551
1214413178116610424,"Blueground | FiDi, gym, coffee bar, security, w/d",107434423,Blueground,,Chinatown,42.3522851,-71.05910879999999,Entire home/apt,305,30,0,,,385,114,0,
1215173498798034378,Luxury home in West Roxbury,11722054,Nina,,West Roxbury,42.26947239987608,-71.15062563902589,Entire home/apt,,7,1,2024-08-24,0.15,1,0,1,STR-571219
1215189029970794207,Luxury 2Br 2Ba condo Boston pond,163848078,Adam,,Jamaica Plain,42.3284,-71.11191,Entire home/apt,,2,4,2024-10-23,0.55,73,360,4,STR-624536
1215382368663133878,Luxury 2BR2 BA Southend Downtown,163848078,Adam,,South End,42.343823597331145,-71.06484744673229,Entire home/apt,399,1,1,2024-10-27,0.21,73,362,1,STR-654326
1215458249212252679,Luxury 2 BR 2 BA Apt Downtown Boston Prudential,163848078,Adam,,South End,42.3437343917834,-71.06389147316355,Entire home/apt,442,1,7,2025-02-16,1.17,73,348,7,STR-532145
1216050613232887897,"TDGarden,Celtics/Bruins, Lil Italy,North End",37907846,Boston,,North End,42.36726564894177,-71.05752231805586,Entire home/apt,94,2,19,2024-11-17,2.65,9,162,19,Exempt: This listing is a unit used for furnished institutional or business stays
1216902725864983858,Stunning One-Bedroom Apartment with Balcony,22541573,Furnished Quarters,,West End,42.36480099678036,-71.0642858647975,Entire home/apt,234,32,0,,,65,358,0,
1217591443297366392,"2 level, 2 bed with office in Back Bay",31340713,Kama,,Back Bay,42.348486052676705,-71.07362219556987,Entire home/apt,437,2,1,2024-12-28,0.38,42,334,1,Exempt: This listing is a hotel or motel
1217591450957485280,"2 level, 2 bed with office in Back Bay",266312920,STARS Of,,Back Bay,42.348349839364715,-71.07376425733058,Entire home/apt,333,2,1,2024-11-14,0.25,15,334,1,Exempt: This listing is a hotel or motel
1217619859241107870,Walk to Subway!  Super location - 1 bedroom/1 bath,47584294,Jessy And Diego,,Fenway,42.349882181523114,-71.09379694564079,Entire home/apt,130,29,5,2025-01-03,1.40,18,60,5,STR-521905
1217700333000674447,The Harvard Room,26956083,Todd,,Allston,42.35993,-71.12736,Private room,59,29,0,,,7,244,0,
1218219275551952819,Perfect City Break,20532341,Beatrice,,Roxbury,42.32608,-71.0818,Entire home/apt,135,1,19,2025-02-13,2.97,2,267,19,STR-554113
1218903578903953898,(C2) Cute Studio in Back Bay Boston,331225367,Paige,,Back Bay,42.34941,-71.09055,Entire home/apt,164,1,17,2025-03-08,2.51,81,28,17,STR-573181
1219768228523036846,Studio steps away from the Commons 1626,212359760,Mohammed Radi,,Downtown,42.35279239037996,-71.06327421798213,Entire home/apt,143,29,14,2025-02-10,2.02,165,341,14,Exempt: This listing is a unit that has contracts with hospitals
1220409743498180367,Three level townhouse near South Boston's Best!,74782650,Holly,,South Boston,42.33654010990479,-71.05269715189934,Entire home/apt,260,1,11,2025-02-23,2.62,3,254,11,STR-573536
1220538105467806435,Garden Level Studio,133457702,Selim,,Jamaica Plain,42.32336251442836,-71.10762143057383,Private room,116,30,0,,,10,318,0,STR-545009
1220559061762913883,Boston Penthouse Skyline View - Whole Apartment,16957547,Rahul,,Chinatown,42.35192,-71.05904,Entire home/apt,2006,1,2,2025-01-21,0.54,1,347,2,STR-571689
1220594044212441608,Private Room near Public Transport,502043395,Tra My,,South Boston,42.33144211977592,-71.0543772411569,Private room,,29,0,,,15,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
1220603541757574357,Modern KING Room | Subway 3 mins,502043395,Tra My,,South Boston,42.331959169694116,-71.05434890438885,Private room,,28,0,,,15,0,0,STR-535908
1220608183874062831,Private Bedroom in Boston,502043395,Tra My,,South Boston,42.33068420282085,-71.05642216078363,Private room,,29,0,,,15,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
1220614735671380681,Private Bed & Bath | Downtown/Seaport/BCC + Subway,502043395,Tra My,,South Boston,42.33037074957992,-71.05626306100493,Private room,,29,0,,,15,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
1220619427971292950,2Bed 1Bath in the Room | Redline Subway,502043395,Tra My,,South Boston,42.32982,-71.05476,Private room,,29,0,,,15,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
1221046068654269453,"JP, Central Location, 3, Bedrooms, Stay NOW!",586870169,Andrew,,Jamaica Plain,42.31925,-71.11408,Entire home/apt,176,3,8,2024-12-01,1.18,1,134,8,STr-459545
1221053627587245519,"Enjoy Boston, Private Patio On Montgomery Park",43613912,Drew,,South End,42.34281,-71.07475,Entire home/apt,260,2,15,2025-03-08,2.37,9,316,15,STR-548974
1221291791831015826,"Modern 3-Bedroom Gem Near Boston Col, Pvt Entrance",31340713,Kama,,Brighton,42.34348409028082,-71.15619027049807,Entire home/apt,195,2,0,,,42,336,0,Exempt: This listing is a hotel or motel
1221778994137424716,Great Value South End Studio!,409684302,Justin And Mandy,,South End,42.34278,-71.08045,Entire home/apt,185,1,6,2024-09-29,0.94,16,0,6,STR-457097
1221827752483809198,"Modern, Sunny 2-Bedroom Loft near Downtown Boston",595793521,Cerese,,Roxbury,42.32595,-71.0803,Entire home/apt,135,29,2,2024-11-17,0.39,1,0,2,
1222321840761148771,"Blueground | FiDi, parking, w/d, gym & a/c",107434423,Blueground,,Chinatown,42.3522851,-71.05910879999999,Entire home/apt,237,30,0,,,385,309,0,
1223490248738213750,Clean cozy 3bed1bath Allston,70796747,Lillian,,Allston,42.35283,-71.1279,Entire home/apt,168,91,0,,,1,363,0,
1223978200261721968,Boston Apart with outdoor patio-8 people,210929717,Gabriel,,Dorchester,42.32209,-71.05621,Entire home/apt,373,2,3,2024-11-11,0.56,2,315,3,STR-563143
1224214300598445552,Beautiful bright room,13561853,Olivera,,Brighton,42.3372541,-71.14780329999999,Private room,,91,1,2024-12-21,0.35,1,31,1,
1225037244910787908,(CL6) Studio w/Roof Deck! NEW!,331225367,Paige,,South End,42.34209704045797,-71.07898367572531,Entire home/apt,153,1,8,2025-02-11,1.30,81,91,8,STR-531165
1226061959263831628,Harvard Room near the Biz School,26956083,Todd,,Allston,42.36167702866017,-71.12573101778983,Private room,46,30,1,2024-12-20,0.35,7,286,1,
1226192514878944787,Guest Suite in East Boston,596202722,Samuel,,East Boston,42.38542,-71.00441,Entire home/apt,122,29,26,2025-01-20,3.82,1,365,26,STR-572213
1226761266276481267,Bright single-family home in Charlestown,4333049,Huw,,Charlestown,42.38267970554727,-71.07046985938011,Entire home/apt,,3,5,2025-01-03,1.23,1,2,5,STR-574427
1226909677437759747,Spacious 3 bed house in Southie,10197317,Shannon,,South Boston,42.33391794139054,-71.0517543554306,Entire home/apt,272,29,0,,,8,274,0,STR-461543
1226975433413522035,The Curie-Perfect for Monthly Stays,416027128,Naveen,,Brighton,42.34676,-71.14521,Entire home/apt,127,29,26,2025-02-15,3.82,27,198,26,STR-587329
1227165593115983615,Pvt Room in a Modern 3BR Gem,31340713,Kama,,Brighton,42.344879908484124,-71.15625841323583,Private room,,29,0,,,42,195,0,Exempt: This listing is a unit used for furnished institutional or business stays
1227312811801343971,1Bed/1BA+Office in the South End,6391028,Ghita,,South End,42.3374263,-71.0750942,Entire home/apt,197,29,3,2025-01-03,0.56,1,282,3,
1228186881929324147,*NEW* Symphony Suite #2 | Back Bay,814298,Thatch,,Fenway,42.344492334958915,-71.08887580555724,Entire home/apt,265,1,4,2024-12-29,0.75,55,103,4,STR-568786
1228191469933322691,*NEW Symphony Suites #3 | Back Bay,814298,Thatch,,Fenway,42.344538212604576,-71.08875778836058,Entire home/apt,210,1,6,2025-02-18,1.01,55,106,6,STR-568786
1228193149412038243,*NEW* Symphony Suites #4 | Back Bay,814298,Thatch,,Fenway,42.344471621496574,-71.08878461045073,Entire home/apt,210,1,7,2025-02-25,1.43,55,78,7,STR-568786
1228196988693698602,*NEW*Symphony Suites #5 | Back Bay,814298,Thatch,,Fenway,42.34453028283857,-71.08880070370482,Entire home/apt,210,1,3,2025-02-26,0.63,55,92,3,STR-568786
1229122043730849462,Walk to Faneuil Hall & the Freedom Trail!,597726772,Canopy By Hilton Boston Downto,,Downtown,42.3616439,-71.0556778,Private room,,1,35,2025-02-19,5.33,1,3,35,Exempt: This listing is a hotel or motel
1229653442272793454,X34D Near HMS/Longwood Hospitals,229497500,Yudong,,Mission Hill,42.33136,-71.111,Private room,58,30,1,2024-09-19,0.17,11,318,1,STR-534970
1230163888401934606,Central Penthouse Downtown Boston w/Pool +Parking,463475392,Haroldo,,Downtown,42.35274,-71.06396,Entire home/apt,343,29,7,2024-12-15,1.05,12,89,7,STR-511551
1230670657852296431,"X23D, Near Harvard Medical/Longwood Hospitals",229497500,Yudong,,Mission Hill,42.33127853225833,-71.1088037027337,Private room,60,30,1,2024-11-01,0.22,11,273,1,STR-534970
1231240207435021877,Newly renovated 2bd apt: free parking/near train,587922682,Jia,,Roslindale,42.2791829,-71.14073929999999,Entire home/apt,227,29,17,2025-01-03,2.74,2,320,17,STR-584485
1231329517206898907,Luxury 2 Br Apt in Boston,518882444,Greg,,Jamaica Plain,42.3292,-71.11247,Entire home/apt,,1,0,,,14,365,0,STR-653456
1231722225837424238,"Blueground | Downtown, elevator & a/c",107434423,Blueground,,Downtown,42.3522094,-71.06390269999997,Entire home/apt,255,31,1,2024-10-19,0.20,385,319,1,
1231868748636843947,Spacious 1 bedroom apartment / 1 free parking spot,154960844,Mushhoor,,Allston,42.35482,-71.12769,Entire home/apt,300,29,1,2025-02-28,1,1,38,1,
1232021566117233855,In the heart of revitalized South Boston,598427811,Cambria Hotels Boston Downtown,,South Boston,42.342945,-71.056883,Private room,,1,40,2025-01-20,6.86,1,0,40,Exempt: This listing is a hotel or motel
1232643050909905902,The Lacks- Perfect for Monthly Stays,416027128,Naveen,,Brighton,42.34791320516399,-71.14721208462687,Entire home/apt,109,29,25,2025-02-17,3.89,27,231,25,STR-587330
1232687727870627683,H&H Boston,596903233,Afoke,,Mission Hill,42.32900919828094,-71.10832292019836,Private room,86,1,10,2025-02-23,1.97,1,142,10,STR-573177
1232793066423022018,Bright cozy apartment in Boston,4555261,Flora,,Roxbury,42.31920669719918,-71.08947326384582,Entire home/apt,247,2,4,2024-11-17,0.82,1,258,4,STR-573854
1232813897516959384,The Tea Party Suite,31340713,Kama,,South End,42.34761064732886,-71.07249204039908,Entire home/apt,223,2,3,2025-02-21,0.61,42,350,3,Exempt: This listing is a hotel or motel
1232867182963290230,The Nightingale-Perfect for Monthly Stays,416027128,Naveen,,Brighton,42.34697472787038,-71.14595262207264,Entire home/apt,124,29,15,2025-01-30,2.36,27,214,15,STR-587331
1233072215609583862,"Blueground | Downtown, elevator & a/c",107434423,Blueground,,Downtown,42.3522094,-71.06390269999997,Entire home/apt,253,31,0,,,385,302,0,
1233546895976563123,Luxury Dorchester Apartment,438087170,Michael,,Dorchester,42.286349778275664,-71.04118946939707,Entire home/apt,200,91,0,,,1,0,0,
1234052879132369146,Grand Victorian,14381568,Lidia,,West Roxbury,42.282454906274815,-71.15511023251078,Entire home/apt,,3,2,2024-12-31,0.75,2,0,2,STR-560656
1234915734979030452,(B) Big Sunny Room - Parking Upon Request,20861680,Ben,,Brighton,42.340169414711156,-71.15684443252363,Private room,63,1,9,2025-02-28,2.13,2,254,9,STR-559441
1236366556643897548,King Bed | 3rd Floor | Spacious,501889213,J Lucky,,Roxbury,42.32614,-71.08678,Private room,75,1,41,2025-03-02,8.15,6,42,41,STR-571341
1236497599646948974,"X33D, Near Harvard Medical/Longwood Hospitals",229497500,Yudong,,Mission Hill,42.33222742897316,-71.10904741343097,Private room,60,30,2,2024-12-01,0.36,11,335,2,STR-534970
1237925267033311662,5BR 3Bth | Redline Subway Access,502043395,Tra My,,South Boston,42.32982021712783,-71.05600006039172,Entire home/apt,903,29,0,,,15,360,0,Exempt: This listing is a unit that has contracts with hospitals
1237995830618451377,1BR in Theatre District Boston 6792,212359760,Mohammed Radi,,Downtown,42.35169,-71.06362,Entire home/apt,144,29,12,2025-02-17,1.91,165,339,12,Exempt: This listing is a unit that has contracts with hospitals
1238375718287826438,Quiet sunny room in modern apart,8351937,Wanying,,Brighton,42.33903,-71.1459,Private room,108,1,4,2024-10-23,0.75,1,318,4,STR-575517
1238436869941666600,2Bed/2Bath in Brownstone in Historic South End,362155598,Cole,,South End,42.3428146,-71.0709449,Entire home/apt,600,5,2,2024-10-10,0.36,1,50,2,STR-568349
1238531155465208647,Hilltop Haven is a Modern 4 bedroom experience,7847583,Roger,,Dorchester,42.30909494783926,-71.06013789210009,Entire home/apt,318,2,2,2025-02-17,1.07,1,324,2,STR-582938
1238765588688153099,The Garden Suite,31340713,Kama,,Back Bay,42.34846411717696,-71.07368367205152,Entire home/apt,245,2,2,2024-10-28,0.43,42,342,2,Exempt: This listing is a hotel or motel
1239228125728851508,Private Bedroom in Modern Southie Home,57329784,David,,South Boston,42.33097060767341,-71.04129226934899,Private room,78,29,13,2025-02-03,2.05,2,365,13,Exempt: This listing is a unit that has contracts with hospitals
1239320220960919260,Ocean Street Retreat,36341253,Walter,,Dorchester,42.28674926398643,-71.06844449366969,Entire home/apt,135,2,9,2025-03-02,1.97,1,28,9,STR-577223
